ID,Gravitational Flux,Dark Matter Density,Quantum Variance,Space-Time Curvature,Neutrino Activity,Hawking Radiation,Magnetar Field Strength,Cosmic Drift,Event Horizon Stability,Tachyon Flux,Wormhole Entropy,Dimensional Shift,Singularity Depth,Photon Rebound Index,Temporal Distortion,Interstellar Wind Velocity,Gamma Ray Intensity,Plasma Density,Quantum Foam Density,Exotic Matter Stability,Zero-Point Energy Field,Multiverse Leakage,Subspace Fluctuations,Entropy Gradient,Black Hole Spin Factor,Orbital Resonance,Quantum Superposition Strength,Vacuum Energy Density,Hyperdimensional Gravity,Chrono-Spatial Coordinates,Space Fabric Tension,Stellar Neutron Alignment,Astrophysical Stability Index,Void Instability Factor,Celestial Anomaly Frequency,Dark Energy Variability,Wormhole Stability
1216,-0.499465389,-280.341272,-1.45836668,-0.013998681,-32.96622277,0.249231304,-0.210742562,0.046943561,0.152997321,14.0178362,-0.036486748,-0.011882961,14.36614194,0.090788296,0.206664924,12.97291339,0.046264902,49.68581538,0.334518708,-8.228452255,0.276360804,-0.055558458,0.064826353,-0.097445239,0.036640501,-0.185494576,124.2858622,-0.10087751,930.6042988,0.062993549,-0.148530342,0.158941462,0.197966833,-0.010358457,-0.211584013,-0.041744942,Fail
1217,-0.018350932,118.0700282,-0.159400621,0.065606269,16.85144499,-0.050992055,-0.163040919,0.110119791,0.006539609,-59.0972468,-0.28225308,-0.247614005,0.008323584,-0.033032919,0.081348656,2.903013628,-0.014783431,81.37893332,-0.035171546,10.05396153,-0.039202731,0.009043229,0.002991806,0.095310291,-0.026012654,0.167600244,323.243121,-0.034628496,-1478.926614,-0.075639629,-0.351410618,0.079994791,0.109166651,-0.000294601,-0.197794778,0.17829907,Fail
1218,0.584450961,-46.6459529,0.946100132,-0.056942432,-1.507437086,-0.422054372,-0.361579778,-0.085503138,0.036437041,-56.04379298,-0.300679011,-0.210065667,-16.08476064,0.0752525,0.092992887,13.25340759,-0.041952137,48.3198123,0.476852786,-14.25188629,-0.430967681,-0.126816434,0.100849189,-0.029722247,-0.014992357,0.144182744,-23.16888738,-0.010837841,2135.149604,-0.044497715,-0.749327548,0.039058277,-0.089825775,0.026211163,0.328550891,0.847397165,Fail
1219,0.652153936,,5.187317762,-0.102177659,43.3197849,-0.02440256,0.253020494,0.031163631,0.574634569,91.20070855,0.590448337,1.085718698,-0.027918846,0.435591524,0.026549871,5.126824786,-0.049966315,,1.492389439,24.72871006,0.369166123,-0.193752838,-0.166754208,-0.254438305,0.041882659,-1.127217014,73.88488191,-0.142037318,1440.166667,-0.134658833,0.683000762,-0.001712808,0.134803094,0.006244848,0.120305628,-1.643699299,Fail
1220,-2.083399899,-385.1859433,-9.046879341,-0.038282094,-11.70194681,0.305886795,-0.171071782,0.058557941,-0.069778426,200.8388068,0.677611607,0.990514645,-0.109973104,-0.087352696,0.313893898,-1.452663111,0.091014928,99.9245125,-0.35453143,1.719037858,1.76794551,-0.137577095,-0.064790302,-0.091963918,0.028744615,-0.422589287,261.6898695,0.035243788,792.3503489,-0.178340475,0.760475586,-0.083292019,0.529882793,0.010379327,-0.108450334,-1.22751113,Success
1221,0.281419782,263.2513318,-6.046918235,0.08545112,-2.291732519,-0.182402062,-0.143273433,0.022394422,0.032601146,154.2619044,-0.026610242,-0.08259735,-22.30967584,0.013876228,0.035930874,8.940398684,-0.032673611,,0.212826846,7.993506376,-0.05759759,-0.004538165,0.075881103,-0.131591503,-0.024775455,-0.041889044,200.1476306,-0.080662207,5008.883878,0.002377137,-0.118234895,0.019512268,-0.361099347,0.06278585,-0.244509753,0.034817775,Fail
1222,0.146100093,956.0038657,2.313816189,0.034126045,1.364756894,-0.023244082,-0.134627375,0.044163369,-0.003928331,-35.60417499,0.015865043,-0.275512363,-6.94041821,-0.058350626,0.182936801,-1.472012997,0.01812081,27.67318665,-0.1424411,-9.238742485,0.170469183,0.090031459,-0.0217802,-0.064522322,0.03162737,0.093728009,-112.6596015,-0.07172338,-259.4466467,-0.048807983,-0.294867612,0.047408866,-0.303759001,0.054572109,-0.150764614,0.189323816,Fail
1223,0.850864143,158.5945009,5.062876842,-0.047340422,7.197192912,-0.068893745,0.116652644,0.069929822,0.262059315,-32.10717159,-0.212578634,0.192474942,9.241817104,0.229104958,0.114250679,3.864986026,0.116125206,,0.90877256,13.00449821,-0.202210636,-0.004667709,0.081196028,0.000599773,0.001383712,-0.50514752,282.3924998,-0.031216437,-2527.373083,-0.063709043,-0.13041209,0.077492979,0.264036606,0.018903354,0.160703317,-0.385788737,Fail
1224,1.524742379,41.8350097,-1.041209081,-0.047751609,-32.55170589,-0.384028589,-0.275494554,0.343327059,-1.382636542,-157.5934352,7.972050742,1.81818121,-17.2608381,-0.33939812,-0.785053091,,0.00170621,,-1.891634186,2.20966528,6.132049233,0.097433607,0.155652322,-0.886723929,0.010165744,-1.061978899,,-0.06896942,,-0.116182155,1.011805704,0.150536099,-2.307341085,-0.02487024,-0.314816941,-0.408332665,Success
1225,0.48597501,336.8971937,4.668568708,-0.095578177,12.63927925,-0.109916448,-0.251570231,0.004315251,-0.038974514,-56.15103224,-0.143824946,-0.021206473,5.80138088,-0.047326908,0.0594489,0.326758057,-0.091568526,-24.07485807,-0.028135324,-9.923120687,-0.015621974,0.025033471,0.010458868,-0.033827384,0.004431732,0.023889955,-55.53036469,-0.095987593,915.9371732,0.064501088,-0.007853876,0.04205466,-0.103107245,-0.016809828,-0.148288057,-0.024762566,Fail
1226,-0.159104822,-26.12295457,-0.486881189,-0.079696683,-17.4822495,0.198234946,-0.22339274,0.097973168,0.116446126,33.98408844,-0.139619054,0.051064377,-20.97827908,-0.133996183,-0.049991461,-1.104675751,-0.178324874,-42.95926698,-0.457613085,21.62544409,0.189293085,0.235968438,0.044157065,0.091449492,0.019085952,0.042876923,-229.7751852,0.066174013,344.6316701,-0.084482254,0.206060958,-0.081913094,-0.186135034,-0.015132533,-0.10416311,-0.165537569,Fail
1227,-0.166867832,1327.836638,1.739191538,0.055513321,0.731212396,-0.012060855,-0.116894359,0.004353457,-0.069325834,44.97921566,-0.374225202,-0.048600559,5.531401397,-0.078405607,-0.173735921,2.763687493,0.050417351,111.0978776,-0.210078579,8.745247178,0.02767362,-0.006341019,-0.004101216,0.188917996,0.033501123,0.394876299,467.3589172,0.122745887,-3906.541298,0.013577258,0.36339305,-0.157872873,0.003840061,0.038013981,-0.061330804,0.373145454,Fail
1228,0.420549734,-230.5006232,1.833519282,-0.006817697,9.613919748,-0.081830973,-0.290540529,0.123523926,-0.210311552,52.77495276,-0.111164643,-0.349714466,-3.247695682,-0.040931893,0.100045466,3.458017944,0.058999821,,-0.024462551,-12.53030211,-0.098707114,0.003055803,0.07505505,-0.035813202,-0.014280294,0.02521012,105.7290677,-0.031345247,1766.191593,-0.004625727,-0.382642796,0.067532088,0.049834877,0.025890519,-0.121309519,0.060993984,Fail
1229,-0.005986416,-194.4082022,1.138287739,-0.006147961,0.450458329,-0.193796765,-0.171927978,0.104615396,-0.038827743,204.9031928,0.537539711,-0.715512315,-8.880438577,0.045863636,0.069921255,1.525527505,-0.075475228,,0.361121546,14.02229555,0.393576091,0.051747245,0.0196666,-0.207881781,0.024570304,0.200684142,-322.0924079,-0.166683369,-3242.205851,-0.224496077,-0.426089684,0.040409691,-0.210249132,0.007918517,-0.437625549,0.39298076,Fail
1230,-0.079487818,1059.346697,9.406417829,-0.011696613,-7.707940458,0.091103743,-0.029907275,-0.104797661,0.130742246,32.9855116,-0.217584734,-0.135539136,-1.21454016,-0.027285092,0.016721189,-0.483733302,-0.106418983,109.8265759,-0.084336668,-15.7057428,-0.137773332,0.033626054,0.057880384,0.065290652,-0.002340806,0.180885919,-103.3050789,0.029633155,5647.010094,0.021235036,-0.048005825,-0.071103641,-0.123133005,0.009168049,-0.227859121,0.199174936,Fail
1231,0.659773743,372.9704299,-6.268765258,-0.002232415,5.529381179,-0.336862922,0.000608386,-0.001460726,-0.001491771,27.26137597,0.043534889,0.158780245,-16.68302887,-0.030333154,-0.062426227,4.031131818,0.02808165,-53.28432236,0.117120821,-4.352342175,-0.306194712,0.062716056,-0.031479507,-0.171717951,0.034732542,-0.175533809,-91.63419482,-0.020389529,-1308.425563,-0.080831315,-0.039943524,0.075045823,0.156208891,0.021001545,-0.191386259,-0.337830133,Fail
1232,1.891832183,-53.0866395,4.62273429,-0.067189714,18.65821152,-0.217995308,-0.17665344,-0.051844332,-0.016236287,88.35677084,0.289680496,-0.615794453,-20.07102169,-0.0675408,-0.005862975,-3.149143041,0.135775748,86.1959942,-0.000155821,-2.040496386,0.080782723,-0.021400404,0.008685138,-0.149222511,0.045391503,0.282950708,-41.30173364,-0.031939699,-4092.638128,-0.067333348,-0.199656419,0.061818037,-0.345926813,0.030868048,0.063089369,0.315281427,Fail
1233,0.420200392,482.1738721,1.350942522,0.064615909,-9.473903685,-1.348660434,-0.167861582,0.086102293,-0.06169944,75.9217633,0.417621585,0.412487712,15.14474168,-0.313575686,-0.531005694,-0.052729248,-0.24887112,,-1.725725794,27.86839639,-0.536088231,0.031369258,0.045374213,0.161687374,0.138496787,-0.200344262,,0.347964373,,0.034925375,0.383951801,0.39288914,-0.088414516,-0.007794484,-0.297505498,-1.224512662,Fail
1234,0.367514208,394.9740818,1.114126448,-0.092556593,-13.23757335,-0.166641935,-0.361683159,0.029959711,0.089151324,-73.18287211,-0.244730834,0.103449348,33.05854575,-0.108870023,-0.049397464,1.593893081,0.058835317,-62.59633633,-0.278685064,-2.291284658,-0.039339749,-0.040641552,-0.037427682,-0.01827597,0.032629014,0.027916311,-255.9237271,0.129337896,4737.944841,-0.117157848,0.141215193,0.042061792,-0.47312746,0.000425443,-0.01878286,-0.349555889,Fail
1235,0.767475397,287.8303886,3.618255838,-0.052771281,45.89102723,-0.527330808,-0.215118494,-0.034653959,0.150924114,171.1089651,-0.087684072,0.548893118,66.3525379,-0.029052535,0.104035527,5.992090422,0.099384133,,0.016751187,34.75416671,0.100510518,-0.140278131,-0.084163784,0.027378792,-0.011082371,-0.349787827,-15.06071415,0.045370218,2030.087988,-0.029487913,0.3710869,-0.109820992,0.28122027,0.048787049,-0.114492114,-0.600184346,Fail
1236,-0.205309657,-1067.275216,-1.427699399,-0.024419159,-12.34497134,-0.236974092,0.117332171,-0.019454313,-0.027288466,39.15101756,-0.398359089,-0.433665552,11.14633935,0.008440153,0.043174556,-2.893353294,-0.015715073,-28.35394045,0.278976668,16.98634238,-0.429835425,0.025999403,0.025222273,-0.065392959,-0.039052936,0.229431066,111.9857663,0.009995068,-876.2054168,-0.125392434,-0.458642397,-0.007956022,-0.261386641,0.008281642,0.032425387,0.717829148,Fail
1237,0.359818473,-687.1762981,2.391611757,0.060015275,20.7138702,-0.216550475,-0.197312773,0.033906886,-0.119828677,-20.16804201,-0.024183853,0.382367113,9.129884522,-0.201381095,-0.300363851,0.818823802,0.034934467,131.9264604,-0.759152937,10.96747271,0.36063776,0.051580225,0.009227792,-0.016325968,0.047879858,0.229321167,-87.55524606,0.209350275,327.0716047,-0.112842151,0.999136139,-0.28040202,-0.182402285,0.032983777,-0.021387396,-0.474248471,Success
1238,0.165449338,,9.422356935,0.070603941,-14.23263138,-0.047492345,-0.190143026,0.089175333,-0.222709866,99.05535536,0.06774061,-0.426948305,-9.742531633,0.100182765,-0.200276959,1.53476159,-0.051794673,-16.03907539,0.350408303,-4.237959142,-0.466074158,0.017081087,-0.024228024,-0.036889843,0.030129236,0.359109002,158.6863921,0.006022879,109.986688,0.015323556,-0.252374349,-0.188408817,-0.118302318,-0.009365954,-0.085945332,0.919877662,Fail
1239,-0.402193896,209.3173468,-2.514784547,0.120369833,-3.395178581,-0.144703376,-0.113309843,-0.244783579,-0.190227913,126.1754029,-0.52136024,0.294742914,-13.1333905,0.037988185,0.23287223,3.298588613,-0.08202146,-16.13741043,0.424709308,-18.80317195,-0.695202721,-0.270894367,0.28022818,0.050391603,0.051464213,-0.446630631,-101.8959168,-0.117718692,3946.163364,-0.052891788,-1.427586611,0.051518512,-0.246196922,0.015648431,1.246839451,2.109842038,Fail
1240,-0.027584158,430.7682964,3.764090519,-0.027601379,-20.27815593,-0.047900823,-0.216881317,-0.116825907,-0.166893147,33.48249693,0.1206559,-0.576794606,-11.84150924,-0.053301174,0.026510313,4.259713275,-0.053554298,,0.22722853,-2.305744028,-0.348138995,0.020448187,-0.028921254,0.139652456,-0.009013698,0.341057384,183.8340186,0.078387241,-233.4322649,0.019593928,-0.428626772,-0.033403867,0.000158509,0.020317542,-0.131369135,0.564434817,Fail
1241,0.027203927,962.123564,6.8385331,0.065402011,19.08231428,0.021421465,0.050812174,-0.020634069,0.045450746,-66.20562806,-0.495926631,0.336131583,-7.532608496,-0.042835261,0.033453368,-2.295061867,0.075358733,,0.024319769,-14.80878579,-0.179254809,0.070892865,-0.039749383,0.170662315,-0.011907458,0.076002672,-24.22817216,0.081379609,2013.011086,0.001113224,0.125503367,-0.086579532,-0.033416336,0.038080987,-0.166793843,-0.222732009,Fail
1242,0.184489715,,2.540018802,-0.096207308,-10.28733749,-0.519800364,-0.094703958,0.001103998,0.000386386,200.279045,-0.11078849,0.134216053,17.88089572,-0.100801433,0.060197958,2.695905438,-0.008967998,,-0.177759574,3.212713865,-0.247243285,0.033696257,-0.034572097,-0.135857013,0.033622673,-0.206091076,,0.055433147,,-0.139684109,0.013609739,0.12125413,0.00313679,-0.008070572,-0.145536004,-0.497747502,Fail
1243,-2.429495699,-872.1748687,-6.749697195,-0.061500666,27.61932404,0.331541872,-0.150203873,0.020738427,0.146439428,191.1812706,0.462823994,1.013730213,4.218624665,-0.143286971,0.005548291,-9.384624079,0.085946382,-22.91762449,-0.455060196,-27.60877103,1.743605933,-0.018718706,0.149318409,0.035070237,0.023874438,-0.284482535,246.8079128,0.075057068,-2509.445384,-0.098888723,0.712999814,-0.15090796,0.00784758,0.006395265,-0.029898061,-1.179808873,Success
1244,0.160506166,254.8687916,1.774865566,-0.059943343,-14.63509177,-0.202407349,-0.174798988,0.145870546,-0.083825037,-43.41168157,-0.138724889,-0.470265945,10.31367309,0.133619445,-0.101346386,6.024860612,-0.200123023,127.1367969,0.116018432,-6.072625888,-0.667107567,0.057815827,0.148296269,0.122051207,0.002956866,-0.078718017,545.6361094,-0.139005204,-3333.049812,0.030763605,-0.507208371,0.236850915,-0.079390876,-0.012569433,-0.222346303,0.54589831,Fail
1245,0.537156195,367.7577975,-0.527557235,-0.070635384,5.768464652,-0.046116488,-0.235978259,0.123358924,-0.390557291,74.46185217,0.13020888,-0.341018685,10.2553858,-0.063058622,0.156703372,3.376851014,0.034705023,-86.06459218,-0.184046686,7.421681852,0.269132174,0.137964113,0.013509584,0.023933173,-0.041674448,0.129268972,283.5958457,-0.012189998,1066.752583,0.13119533,-0.372110964,0.079442749,-0.123204434,0.014078143,-0.189648928,0.092811488,Fail
1246,,-760.3250875,50.81878699,-0.084911244,16.32821191,-0.24290166,-0.272301764,0.039207633,-0.152482041,-131.8095686,0.17202249,-0.346253551,-0.396917582,0.028180635,-0.144064524,1.707910166,-0.094191995,-34.31857529,-0.09741589,3.121413482,-0.198068399,0.089743709,-0.03335852,-0.126352414,0.001345069,-0.005755245,-150.0307524,0.038479441,3189.497413,0.012949566,-0.11008753,-0.033599036,-0.06512897,0.007704054,-0.265402487,0.44475272,Fail
1247,0.178636208,-528.8209696,-5.38132712,0.10708103,11.44082942,-0.124824793,-0.220316917,0.021021238,-0.073967443,73.90631962,0.097797022,-0.493740758,-3.959231215,0.021169945,-0.03330136,1.796640263,0.198462175,,0.332834293,1.431589157,-0.335852628,-0.041426474,0.020118539,-0.121190651,-0.004057591,0.228214159,61.02835035,-0.120908623,-289.76429,-0.063323011,-0.37736572,0.055497475,-0.130808174,0.016039682,0.03054734,0.79060908,Fail
1248,1.187515159,657.7459023,-2.578810491,0.003088107,14.73633214,-0.223955935,0.212775624,-0.102050473,0.222007276,-36.21569016,0.060284966,-0.075515456,-15.47786594,-0.04921723,0.167564612,8.327455399,-0.128562231,-1.809767002,-0.097745497,-5.597343699,-0.186737424,0.013432549,-0.019294779,-0.075913212,0.018652706,-0.143076528,17.24819775,0.006870173,6181.41386,-0.108707684,0.004273103,0.022594395,-0.095287484,0.039809562,0.014708523,-0.430675815,Fail
1249,-0.218071555,54.03294579,1.422282598,-0.126083757,-4.060871752,-0.352918065,-0.136073935,-0.069165287,-0.258857343,-94.27343707,-0.038684497,-0.13948464,8.934275814,0.059576504,0.044712204,-6.62115878,-0.016306627,-2.776109614,0.438539269,8.821824123,0.00637476,-0.017417904,-0.016874953,-0.076213258,0.032932935,0.03469142,60.39038692,0.006097044,3087.557674,0.024175844,-0.16544237,0.025629666,-0.01188849,-0.008567045,-0.091875691,0.224206378,Fail
1250,0.523465349,786.0816887,1.382794105,-0.023642833,-3.382674716,0.088311205,-0.107106248,0.065376912,-0.015264706,-61.17308636,-0.214984784,-0.297265044,31.99755044,-0.03769484,0.137593729,7.831556521,-0.200700201,52.81313843,-0.274999467,-31.12571923,-0.229606058,-0.055406067,0.088443848,0.000703954,-0.016410829,0.045519297,102.9520247,-0.015461663,-5587.043563,0.00254162,-0.076424529,0.092347007,-0.059928209,0.019399631,-0.237943142,0.051875802,Fail
1251,0.228524487,-446.5257394,-0.711991973,0.059548553,3.437207932,-0.351040489,-0.0175309,-0.022983928,-0.099315553,-15.18379909,0.079473279,-0.286380555,-6.283044525,0.147249893,-0.08708204,-3.414701372,-0.02276783,-23.55803502,0.54649331,-0.687583946,-0.538939363,-0.103018643,0.035618591,-0.111693551,0.043059716,-0.135335377,20.1355119,-0.203553511,-3509.76852,-0.119893246,-0.714088239,-0.038597491,-0.337555487,0.048895845,0.151488387,0.821589391,Fail
1252,0.088402904,538.8065947,-1.249735294,0.023298255,14.02744229,-0.055703717,-0.213512102,-0.035796727,0.15045838,34.38614617,0.389785733,0.369494454,1.664273599,0.11864258,0.017847041,3.352673952,0.139909097,,0.390107716,1.13961343,0.394178153,0.019345536,0.076965962,-0.112542715,0.023616918,-0.355135218,180.2611317,0.021085272,-3150.569988,-0.143300277,0.223409335,0.040651033,-0.137397269,-0.015206366,-0.209770068,-0.368632953,Fail
1253,0.092311776,255.685668,2.1748044,0.014356163,3.763934151,-0.280795354,-0.186930462,0.007543916,0.117341327,-5.803518364,-0.02134972,0.154573484,24.55985235,-0.03748953,-0.023846421,-1.599548419,-0.101694439,,-0.052284639,19.88102191,0.400709492,0.014156641,0.012254817,-0.076309649,-0.022280744,-0.124993749,-20.77119502,0.045593999,-614.439628,-0.062970966,0.221820459,0.012700709,-0.10479674,-0.015797649,0.015305483,-0.63039582,Fail
1254,-0.180554413,-569.6390729,3.075960426,-7.014618711,-2.862803454,0.032533872,-0.238206531,0.260417717,-0.089503603,-120.0694862,0.243792426,-0.333277674,0.609392827,0.084137056,0.027613466,-3.928187897,0.074121133,28.60416455,0.436949463,-0.098909378,0.225290108,-0.121676651,-0.135628835,-0.179128392,-0.021904901,1.530236737,-133.7986918,0.105395766,408.1168506,7.993483713,-0.346876598,-0.043571753,-0.323876123,0.012730114,0.303460223,0.750761723,Fail
1255,0.562244774,-340.896725,-0.059033222,-0.109970314,-2.755297789,0.034340401,0.207124962,0.047526045,-0.296939996,-36.59342507,-0.149982885,-0.581205665,-13.40492075,-0.015366089,0.055377841,5.899357278,0.013043355,-87.11493794,0.306044319,2.67286404,0.110155908,-0.031703568,-0.114176126,-0.138730124,-0.001925021,0.313305255,96.40410962,-0.036358139,3930.867283,0.026168936,-0.494191299,-0.021636418,0.085323764,0.032321013,-0.095447593,0.630263229,Fail
1256,0.518229844,554.3922368,-8.141508529,0.029795578,24.59882815,-0.26932245,-0.106675646,0.00605055,-0.149707577,4.823372015,-0.314347909,-0.032531951,17.41414721,-0.110333816,0.188270274,-5.429627796,-0.008040391,,0.048137602,0.377101009,-0.130679553,0.041728403,-0.09552519,-0.011377217,-0.005492303,-0.099660706,-82.86414532,0.082096631,1663.737796,-0.105580454,-0.067895282,-0.009554822,-0.214636111,0.049421777,-0.050795819,-0.299282436,Fail
1257,0.196048879,175.0352603,5.284862965,0.012904913,20.14916776,-0.17214485,-0.30615578,-0.074909819,-0.03447919,-101.5391459,-0.443583725,0.039178134,-17.16617875,-0.116180882,-0.096352966,-2.022837781,0.093994764,-5.845208363,-0.100080456,-0.753083564,-0.343186178,0.100219884,0.059405132,0.20484445,0.000460412,0.231096784,88.68934906,0.171779645,1937.199035,0.062794982,0.178064807,-0.22303292,0.124404951,-0.010593968,-0.079525879,0.307858474,Fail
1258,0.379483626,-221.3455268,-3.809645487,0.030652967,5.359868995,0.118180381,0.071128737,-0.03962311,-0.179754131,-17.53025844,-0.399393408,-0.17104452,-5.114194538,-0.083237079,0.02221416,10.03698778,0.029825632,-8.666609865,-0.077554275,-13.93749498,-0.147305542,0.026471483,0.129176801,-0.126309315,-0.037063933,0.067782833,94.2304626,-0.152911517,2896.942093,-0.080229961,-0.306559169,0.095486719,-0.055710541,0.02310341,-0.152635845,0.292958992,Fail
1259,-0.024248041,82.75087153,-0.386691986,0.039180334,-17.01254417,0.047028213,-0.207472594,0.031804107,0.229404083,-226.5595948,0.00180464,0.605438723,16.75097404,0.046866188,0.134696797,-2.47888545,0.034218398,-11.11190262,0.283615914,9.26165068,0.169533179,-0.091579698,0.021899691,-0.0232612,0.027078939,-0.447528108,238.6161756,0.012498676,1858.83412,-0.101233867,0.48436337,0.01257632,0.347281398,0.022816389,-0.050715741,-0.958385507,Fail
1260,-0.242114632,-126.6542055,-3.111605348,-0.030982894,7.273844028,-0.340455769,-0.216571016,0.119620992,-0.077442113,158.2392298,0.213057146,-0.379568943,-24.23570155,-0.036659106,0.029356669,7.741433422,-0.019576234,,-0.15756875,23.55011737,0.094432993,0.134583477,0.030917168,-0.205159829,-0.007926527,0.201538154,-110.3346237,-0.137368345,-927.2780851,-0.048310226,-0.287674667,0.0802406,0.059714097,-0.012776228,-0.172810651,0.336883389,Fail
1261,-0.079406408,229.9128378,-5.0284837,0.058239275,-11.73258115,0.074319902,-0.121402084,0.132801462,-0.273947892,33.55902643,-0.084427856,0.100343566,-8.336903797,-0.118693918,-0.087814422,0.673830685,0.137128179,70.95843701,-0.107126744,-8.54384072,0.118095485,0.054030294,-0.099482909,0.038722805,0.017829075,0.573339037,-193.1125053,0.140825733,2559.955909,-0.055436929,0.44223034,-0.312786455,-0.184819861,-0.003007856,0.129355603,0.198768791,Fail
1262,0.426218783,71.52636073,3.018976053,-0.007846964,-0.805267864,-0.036915751,-0.139595814,0.114752027,-0.16304979,-148.3423802,-0.258023607,-0.243706003,-14.37032206,-0.004913393,0.038172142,-0.567686965,0.12160219,15.9753942,0.122809069,12.78197212,-0.016823388,0.081943953,0.095037395,0.034802265,-0.011036287,0.122438163,88.50714846,0.063749108,-595.7399438,0.062761961,-0.132464529,0.031774583,0.01525953,0.051000652,-0.188228996,0.547451741,Fail
1263,0.607847919,96.51857269,1.738993225,0.046493274,4.408481619,-0.183856403,-0.09156962,0.088693018,-0.01988145,-167.6278083,-0.032429549,-0.374456272,2.792002825,0.072431567,-0.001429743,-1.837980661,-0.165370087,,0.13001278,-15.66403261,-0.475403652,-0.039670403,0.075215746,-0.111090498,0.006816526,-0.10416137,-510.6978947,-0.175955326,-2166.767253,-0.054294144,-0.384224239,0.14582934,-0.12102801,-0.01713643,-0.091577388,0.301261726,Fail
1264,,-561.2404496,-5.184204995,0.018412546,5.446466811,-0.023254536,0.253626207,-0.117296411,0.096406281,81.60344269,-0.054210459,-0.012350197,6.635125359,0.126133258,-0.112953831,-5.774719676,0.215492286,,0.817571202,-4.185270283,-0.360950941,-0.134930968,0.05283625,0.017172289,0.042660352,-0.143193024,184.1710859,-0.031600325,6589.663647,-0.005673107,-0.636360768,0.047231172,-0.275542405,0.073914546,0.48020267,1.051252526,Fail
1265,0.538317369,,-6.693602749,-0.0197679,12.62742927,-0.125278299,-0.018482955,-0.040101219,0.070826811,102.7046783,-0.052676425,0.003878069,27.49890553,-0.07120663,0.065395228,2.40807278,-0.122810305,,-0.142507673,-3.741785297,-0.143249826,0.116878026,-0.056145513,-0.218516638,-0.016865323,-0.11922091,51.0849059,0.092895753,-3388.064917,0.020077818,-0.012516724,-0.028809409,-0.085724186,0.022052852,-0.222707402,-0.342206343,Fail
1266,0.035462808,83.87459146,-1.246479148,-0.100188938,-24.73171492,-0.348434045,-0.009439029,-0.007984086,-0.035032292,42.55954773,0.205540041,0.149953372,24.60378535,-0.084383438,-0.194118852,-3.66069979,0.002299178,,-0.077262401,14.99315103,0.004236241,0.058833028,-0.044143958,0.077881245,0.037308816,-0.029029876,104.6823099,-0.019348854,240.994741,-0.132415496,0.337259281,-0.073891829,0.121072737,0.028918003,-0.103505801,-0.444780303,Fail
1267,-0.81509983,367.7067788,2.818751822,-0.010518934,4.145064057,-0.298615177,-0.291588183,0.005986695,-0.188232679,-16.4514319,-0.369872117,-0.856560615,-7.343385128,0.045538704,0.187606178,3.703447307,-0.178603319,,0.397149464,15.7802692,-0.24822623,0.0032576,0.005736574,0.074974716,-0.034660288,0.341848661,468.3033174,-0.118887385,194.5901353,-0.030747079,-0.885659596,0.009844356,-0.198976939,0.014881844,-0.109077875,0.769593916,Fail
1268,-0.194823193,679.0265874,-2.516950949,-0.045518269,-7.990692451,-0.095715026,0.356456823,0.007225771,-0.067068063,116.3473756,0.123719995,0.479978282,-41.79683956,-0.200778402,-0.01472645,5.846183099,-0.174807699,,-1.181562235,2.294542305,0.099649875,0.02978586,0.01861832,-0.141195916,-0.054477899,-0.148948143,-319.385839,0.022592349,3733.619245,-0.077123339,0.482734206,-0.061702119,0.069190725,-0.015564527,-0.160730944,-1.074066899,Fail
1269,0.409377711,95.56545617,0.277678984,-0.058359872,-15.25711455,0.240578968,0.010730921,-0.082444977,0.0082787,44.2340528,-0.446124395,-0.064918921,-8.481804152,-0.175434566,-0.010436985,4.034119034,-0.094271213,-52.18367576,-0.41810747,-3.59606808,0.014894396,0.058999052,0.042463882,0.050154216,-0.02141687,0.117066383,-93.71244648,0.013961699,856.334628,-0.082473856,0.061662173,-0.02043275,-0.315192978,0.023626829,-0.219620651,0.003100206,Fail
1270,0.64427143,,1.160862044,0.050002688,12.79782321,-0.07679744,0.185255154,0.013474917,0.299145251,-89.95099025,0.117700168,0.112255059,9.173011374,-0.15896021,0.085905922,-2.96982317,-0.12677427,,-0.729688594,-6.731481389,-0.138280687,-0.016597822,0.025357934,0.020078349,0.050822262,-0.087353786,-104.0226457,0.118938024,-3760.719792,0.020674781,0.150285346,0.153816353,0.025343345,-0.012671343,-0.276926853,-0.455048149,Fail
1271,0.428933183,273.6844291,1.652135397,-0.13471269,9.897999911,-0.258304031,-0.274567089,0.158848727,0.163148318,235.5634723,-0.162988119,0.340298401,52.72887344,0.137748833,-0.020772807,-2.913503948,0.10902039,,0.594463006,4.177844356,-0.229528539,-0.130941135,-0.024648679,-0.064598248,-0.019592007,-0.396649841,-55.85886417,0.003193803,-3351.786363,-0.105806925,0.133002542,-0.005239131,0.233113239,0.062893752,0.034223425,-0.554190849,Fail
1272,0.403519681,-408.9640967,1.964399389,0.010534815,-12.17720648,-0.397944165,-0.310526526,0.00676309,0.059360594,-9.880102268,-0.185823527,0.117846662,-11.76893667,0.165760792,0.17233012,0.716904208,0.051149666,,0.537820776,-14.01011183,-0.115873766,-0.125115439,-0.084273099,-0.042821924,0.016400567,-0.289919213,-273.5147072,0.038188849,3448.626172,0.067741571,-0.080740263,-0.020175661,0.175869547,-0.010448347,0.03268267,-0.265074566,Fail
